"gene_id"	"ctrl_1"	"ctrl_2"	"ctrl_3"	"SENP1_KO_1"	"SENP1_KO_2"	"SENP1_KO_3"	"CHD3_KO_1"	"CHD3_KO_2"	"CHD3_KO_3"
"ENSG00000070018"	28.0582	32.3836	33.3123	29.0921	29.92	33.8407	31.1544	34.8034	32.974
"ENSG00000070019"	0	0	0	0	0.0112047	0	0	0	0.00664833
"ENSG00000070031"	0	0	0	0	0	0	0	0	0
"ENSG00000070047"	1.94516	1.51918	1.68362	2.55113	2.44916	2.0481	2.01788	1.5604	1.22912
"ENSG00000070061"	18.6872	21.5077	20.0922	17.9915	18.6581	19.9013	18.4611	20.0778	20.5611
"ENSG00000070081"	22.1513	26.22	26.0236	25.5736	24.2186	28.8384	25.5869	35.7208	28.5611
"ENSG00000070087"	138.82	138.56	132.675	132.132	136.982	133.335	147.633	145.237	150.852
"ENSG00000070159"	1.43914	1.66005	1.37333	2.12886	2.09364	1.991	2.85145	2.93172	2.89929
"ENSG00000070182"	0.185405	0.273328	0.223474	0.388715	0.335598	0.331356	0.282945	0.229929	0.257017
"ENSG00000070190"	0.0352053	0	0	0	0.0171126	0.0324526	0	0.0163604	0
"ENSG00000070193"	0	0.0418004	0	0	0	0	0	0	0
"ENSG00000070214"	20.053	17.903	17.9221	16.2976	15.7417	16.871	17.4092	18.4107	18.1414
"ENSG00000070269"	8.50511	9.72035	10.4384	8.01938	9.03549	9.1021	9.18572	9.78944	9.62139
"ENSG00000070366"	8.86483	9.49574	6.85324	15.0017	8.7341	12.9939	11.3832	7.66765	9.89148
"ENSG00000070367"	43.2462	51.793	53.6696	41.0438	46.4136	47.5747	41.2333	54.9133	53.4125
"ENSG00000070371"	2.19833	1.95224	1.73418	2.08427	1.8298	1.96345	2.14871	2.73218	1.70379
"ENSG00000070388"	0	0	0.0245701	0.0648623	0.0326748	0.0227763	0.0419102	0.0209088	0
"ENSG00000070404"	2.1868	1.89729	1.59471	1.72526	2.02549	1.74336	1.58754	1.03162	1.63741
"ENSG00000070413"	3.05312	3.69037	3.92556	8.55724	8.07102	5.81275	5.05066	2.51654	3.48948
"ENSG00000070423"	0.887655	1.05737	0.877267	2.46011	1.76034	1.53185	0.859738	0.995335	0.890308
"ENSG00000070444"	3.39686	3.35607	3.96656	4.5223	3.2475	3.73716	4.19178	3.22423	3.40867
"ENSG00000070476"	4.19447	4.94693	4.11515	5.29123	4.3058	3.76973	4.20972	4.02947	4.52176
"ENSG00000070495"	7.91481	8.94117	8.87823	13.8814	12.7908	11.7605	8.73641	6.62657	6.58278
"ENSG00000070501"	18.4339	18.6545	21.0546	24.5908	24.7706	24.1275	18.3255	17.8915	19.5478
"ENSG00000070526"	0	0	0	0	0	0	0	0	0
"ENSG00000070540"	2.30298	1.9079	3.23031	3.01185	2.67484	2.76338	2.48404	2.80819	2.44035
"ENSG00000070601"	0.134639	0.0877624	0.13494	0.213507	0.181435	0.184399	0.202872	0.139459	0.0999548
"ENSG00000070610"	18.1566	18.9415	20.5488	24.6821	22.1249	24.2214	20.8132	19.2699	19.7149
"ENSG00000070614"	4.9454	5.56618	5.3314	7.53853	6.98385	5.81074	5.53279	4.59598	5.79165
"ENSG00000070669"	61.5913	67.8219	66.0226	64.8609	62.0239	69.9101	71.5713	92.1799	88.1133
"ENSG00000070718"	17.2829	19.9621	17.5639	17.2455	19.0973	22.9583	14.8052	20.7699	15.9282
"ENSG00000070729"	0	0	0	0.0775795	0.124619	0	0	0	0
"ENSG00000070731"	0	0	0.173672	0.231561	0.101832	0	0.0225366	0.046662	0.128796
"ENSG00000070748"	0	0	0	0	0.0922095	0	0	0	0
"ENSG00000070756"	394.563	424.027	445.02	357.549	374.368	410.254	378.803	461.649	488.326
"ENSG00000070759"	1.45051	1.13966	1.46333	1.98504	3.20394	2.37244	2.58853	2.05005	1.97563
"ENSG00000070761"	30.3184	28.1039	26.2033	25.3186	28.4221	26.5473	26.3265	22.2297	24.6162
"ENSG00000070770"	37.5277	37.0987	35.9219	37.9013	38.5143	39.8873	35.9111	41.1188	33.4193
"ENSG00000070778"	1.05161	1.18394	0.767691	1.26683	0.944147	1.26751	1.42804	0.919521	1.10972
"ENSG00000070785"	55.7205	62.0501	64.6155	60.1759	65.1773	66.9293	68.7796	67.2196	53.6332
"ENSG00000070808"	0	0	0	0	0	0	0.0248603	0	0
"ENSG00000070814"	16.8746	17.4458	17.4561	19.5213	19.5658	17.9893	15.4293	14.2607	12.6448
"ENSG00000070831"	455.872	514.271	544.117	417.161	465.26	517.068	400.057	534.937	472.442
"ENSG00000070882"	9.76797	9.43781	9.65239	8.65417	8.27832	9.53075	8.13113	10.1752	10.1111
"ENSG00000070886"	0	0	0.10466	0.008526	0	0	0	0	0.0187937
"ENSG00000070915"	0.368496	0.991423	0.378371	1.0796	1.41279	1.33964	0.395792	0.13069	0.566021
"ENSG00000070950"	14.5442	14.6452	13.9356	14.7495	13.4867	15.4023	13.9688	14.8711	14.092
"ENSG00000070961"	25.9591	30.9565	26.9989	20.9768	22.7156	25.7952	24.1	28.7108	31.1585
"ENSG00000070985"	0	0	0	0	0	0	0	0	0
"ENSG00000071051"	3.94898	2.74273	3.43943	3.48413	3.49366	3.92413	3.27636	2.46058	3.27516
"ENSG00000071054"	37.4581	39.3104	35.5268	29.6023	29.7381	32.3257	36.3704	43.7535	35.1979
"ENSG00000071073"	4.62252	6.47505	6.22384	4.47607	4.98654	5.30702	5.122	5.40539	5.33093
"ENSG00000071082"	1552.9	1702.39	1721.57	1221.54	1371.99	1369.73	1404.24	2475.97	1466.33
"ENSG00000071127"	63.2995	55.8561	56.3452	73.5887	74.691	70.727	54.8603	42.4452	48.3183
"ENSG00000071189"	12.7974	13.9886	12.9287	11.2937	9.66269	12.2521	13.5315	15.7666	14.0835
"ENSG00000071203"	0.272789	0.19275	0.0671196	0	0.256172	0.048563	0.0514748	0.121093	0.039046
"ENSG00000071205"	6.7619	7.01655	8.29884	7.82668	8.15449	7.70003	8.19664	7.21555	7.87518
"ENSG00000071242"	2.26245	3.33372	1.91785	2.02081	2.19005	3.368	1.9524	3.45221	2.35078
"ENSG00000071243"	26.5216	28.6387	30.5332	22.9464	24.1694	26.9449	22.4238	29.3769	24.9703
"ENSG00000071246"	2.92397	2.78192	3.32708	3.81822	2.63308	2.8191	3.59299	3.60653	3.1711
"ENSG00000071282"	0.705566	2.12818	0.718224	1.2051	0.721809	0.595534	1.03963	1.26989	0.419092
"ENSG00000071462"	105.612	123.992	115.236	136.191	138.275	145.29	107.183	123.404	106.083
"ENSG00000071537"	15.479	16.9062	18.1345	13.0253	14.6394	15.0008	15.9417	18.4521	15.4926
"ENSG00000071539"	28.8663	29.884	25.8977	27.4367	28.7422	33.5037	29.7576	25.9765	25.451
"ENSG00000071553"	44.3527	47.9144	46.161	58.1772	54.1263	49.7972	56.0568	39.8388	47.5284
"ENSG00000071564"	14.1321	10.0993	11.5995	14.5182	13.4238	13.1883	14.6416	10.7488	12.0059
"ENSG00000071575"	10.8794	7.82752	7.10123	5.53176	6.46189	6.38331	10.6591	9.0708	8.98072
"ENSG00000071626"	38.7223	27.2349	26.008	33.447	32.9265	28.2665	34.0747	24.414	30.1664
"ENSG00000071655"	3.42996	2.73266	3.35	4.0993	3.66967	3.53793	2.98641	2.99153	4.10211
"ENSG00000071677"	0	0	0	0	0	0	0	0	0
"ENSG00000071794"	38.1566	40.0508	42.6064	38.1285	40.0078	43.8684	37.5409	46.0012	44.0441
"ENSG00000071859"	23.5418	27.0143	25.6443	34.2596	29.6603	27.3683	28.634	22.7346	26.961
"ENSG00000071889"	1.23279	1.79902	1.60341	3.70479	3.32614	2.42673	2.52944	1.45732	1.65959
"ENSG00000071894"	1.47321	1.57459	2.22464	6.5026	5.06465	3.00408	3.04553	1.70875	1.53268
"ENSG00000071909"	0.28786	0.321767	0.298717	0.310966	0.270893	0.235281	0.334463	0.410756	0.145787
"ENSG00000071967"	4.7929	4.98616	4.13282	3.10979	3.11752	3.448	6.30842	8.38485	6.7129
"ENSG00000071991"	0	0	0	0.0358443	0	0	0	0	0
"ENSG00000071994"	47.7689	48.1914	40.734	45.3768	44.8411	43.6352	41.0466	44.1371	45.2086
"ENSG00000072041"	0.264123	0	0.020071	0.00906736	0	0	0	0.0575868	0.119506
"ENSG00000072042"	70.1177	71.9211	71.8426	70.5409	65.1353	69.7165	63.8164	70.3909	62.3578
"ENSG00000072062"	15.7709	17.0319	16.5143	24.7823	22.6073	20.4008	16.9527	16.0911	14.7885
"ENSG00000072071"	2.94959	3.37262	3.2438	7.51268	6.2658	4.65402	3.47854	3.00456	3.52081
"ENSG00000072080"	0	0	0	0	0	0	0	0	0
"ENSG00000072110"	16.3069	17.6008	16.2486	24.1166	23.5307	20.2934	15.9297	14.22	15.4014
"ENSG00000072121"	5.66688	6.67162	6.44001	4.79698	3.78793	4.48202	5.7343	8.60681	6.10825
"ENSG00000072133"	11.0237	15.0758	14.6802	6.72931	8.60844	8.71785	18.5839	22.5935	21.0576
"ENSG00000072134"	7.48877	6.74388	5.80332	4.24806	5.60782	5.67723	7.44705	5.64021	8.819
"ENSG00000072135"	9.45588	8.71561	7.71972	9.88418	8.67818	9.47378	9.95322	8.90329	9.70758
"ENSG00000072163"	0.117481	0.0573508	0.111479	0.109388	0.229318	0.220381	0.0655035	0.113214	0.190886
"ENSG00000072182"	0	0	0	0.0151009	0	0	0	0	0.0109288
"ENSG00000072195"	1.48705	0.9974	2.29718	3.4103	2.63257	1.83571	3.10349	1.98678	2.01941
"ENSG00000072201"	2.26644	2.12006	2.36368	1.93905	1.99103	2.06017	2.19607	2.27631	2.09128
"ENSG00000072210"	29.3221	31.1505	31.8289	26.0887	28.0304	30.0448	28.1704	31.1095	32.8898
"ENSG00000072274"	143.601	178.97	175.406	156.537	164.108	178.799	118.458	147.538	136.146
"ENSG00000072310"	5.43049	6.29174	6.59175	9.69883	6.64235	5.58083	6.48321	6.98283	6.35853
"ENSG00000072315"	0	0.00803245	0.00839678	0.0125297	0	0	0.00614024	0.00591173	0.0109001
"ENSG00000072364"	25.0594	24.827	25.1434	23.4795	24.1513	26.1196	25.5482	27.1823	26.7678
"ENSG00000072401"	32.3866	36.8959	39.6959	30.2259	30.6423	32.929	34.0184	43.4662	46.3382
"ENSG00000072415"	10.9133	12.3702	10.9386	10.4944	10.392	11.6483	10.9819	12.6261	11.7748
"ENSG00000072422"	4.71103	4.14754	4.09552	3.06154	2.84574	3.53766	6.48596	4.85559	5.47287
"ENSG00000072501"	71.5512	77.611	75.5461	67.8507	72.1523	75.3019	68.6746	75.2954	65.5629
"ENSG00000072506"	52.909	58.258	61.8215	92.1703	88.4707	79.1978	58.8758	42.4906	59.6218
"ENSG00000072518"	7.04159	8.01621	6.69253	6.74977	6.25264	6.15068	6.81438	7.96123	7.25894
"ENSG00000072571"	91.281	107.833	120.049	101.44	93.3096	112.767	104.201	138.66	100.125
"ENSG00000072609"	0.245453	0.427154	0.524605	0.181633	0.118686	0.0454531	0.00347588	0.211052	0.332318
"ENSG00000072657"	1.30486	2.5459	1.69282	0.191033	0.0689085	0.160249	1.43322	1.39619	0.999986
"ENSG00000072682"	6.66507	6.66426	7.14176	8.17146	10.3246	8.58208	7.90741	6.98442	6.95646
"ENSG00000072694"	0	0	0	0	0	0.0254719	0	0.0479485	0
"ENSG00000072736"	16.7145	18.7662	18.3901	15.9472	15.7673	15.2485	17.2972	18.1073	17.165
"ENSG00000072756"	18.2915	22.6014	23.3423	19.9244	18.4239	21.9943	19.1011	24.7733	22.6875
"ENSG00000072778"	31.1935	36.6642	34.7905	38.6951	38.2953	38.9111	33.7232	34.4944	38.7399
"ENSG00000072786"	2.02624	2.51625	2.55753	3.96448	3.41832	3.27058	2.66666	1.58255	2.22286
"ENSG00000072803"	31.0405	29.8537	31.6046	29.749	27.5817	29.6505	32.6439	31.7391	33.0789
"ENSG00000072818"	0.0148031	0.00968747	0.0249511	0.0530161	0.0545746	0.028007	0.060243	0.0496691	0.0248757
"ENSG00000072832"	26.0506	24.8909	25.1114	30.8913	32.019	28.3707	32.6192	25.8682	25.5451
"ENSG00000072840"	1.24872	1.19642	1.06902	1.50339	0.971556	1.24561	1.69239	1.18873	1.66757
"ENSG00000072849"	19.6853	17.5711	16.0647	28.8826	29.4952	26.0957	19.0654	15.9118	14.7527
"ENSG00000072858"	0.0356813	0	0.0774204	0.0972073	0.163092	0.0282552	0.152255	0.179566	0.0391981
"ENSG00000072864"	49.7401	48.0336	42.5559	46.0959	41.5364	39.983	50.904	57.4615	47.7604
"ENSG00000072952"	0	0	0	0	0	0	0	0	0
"ENSG00000072954"	4.51389	3.91979	4.03123	4.65899	4.6851	4.70012	3.70479	3.00112	4.23879
"ENSG00000072958"	8.91166	8.45143	9.04048	9.81528	7.86827	6.90987	8.86522	9.46708	8.39594
"ENSG00000073008"	12.6819	11.8599	13.6689	13.6466	12.3892	13.0437	11.7025	8.36648	10.5463
"ENSG00000073050"	4.74151	4.76615	5.15125	8.20217	8.83544	7.39429	5.75536	4.65656	4.76826
"ENSG00000073060"	12.7276	13.9953	16.8154	21.0778	20.0501	16.8892	18.8656	11.4504	17.8468
"ENSG00000073067"	0	0	0	0	0	0	0	0	0
"ENSG00000073111"	24.4805	25.9387	23.4959	31.2471	28.4269	28.0038	22.9791	21.0649	19.4153
"ENSG00000073146"	0.0830644	0	0	0	0	0	0	0.021709	0.0178686
"ENSG00000073150"	0.263324	0.281189	0.279663	0.851309	0.624134	0.407296	0.614953	0.388109	0.470189
"ENSG00000073169"	0.196674	0.18334	0.365929	0.333575	0.708293	0.362311	0.398806	0.286921	0.125933
"ENSG00000073282"	0.0137188	0	0	0	0	0	0	0	0
"ENSG00000073331"	3.31586	3.90238	4.39558	4.74424	2.75241	4.2251	8.32284	7.0914	5.44492
"ENSG00000073350"	0.470914	0.65589	0.628845	1.24769	1.10595	0.830672	0.579885	0.292825	0.436853
"ENSG00000073417"	22.796	24.5043	21.229	20.9245	20.7552	21.9963	28.004	26.735	26.0935
"ENSG00000073464"	1.81943	1.27296	1.59177	0.536814	0.323832	0.399908	1.49066	1.41541	1.32795
"ENSG00000073536"	3.90401	4.04151	3.51312	5.03261	4.78037	4.92437	4.06645	3.32559	3.98641
"ENSG00000073578"	29.0908	22.3544	23.2311	34.6604	32.3152	28.3938	29.6279	23.4176	25.5862
"ENSG00000073584"	85.957	86.6475	81.4081	81.5568	80.5558	86.9783	86.6708	88.1335	87.188
"ENSG00000073598"	0	0	0	0	0.0423725	0	0	0	0
"ENSG00000073605"	2.09843	3.02133	2.54637	1.9059	2.73294	2.20448	1.2979	2.63138	2.88178
"ENSG00000073614"	12.5534	11.8057	11.4321	9.95961	8.98078	11.7775	12.5685	14.7814	12.1072
"ENSG00000073670"	0.939128	0.839085	0.947406	1.86693	1.63072	1.55793	1.49754	1.0318	1.03089
"ENSG00000073711"	4.58098	4.44106	4.90512	4.05494	4.48501	4.94815	4.35467	5.21512	4.19715
"ENSG00000073712"	33.232	38.5253	36.5013	35.079	39.2468	43.7114	29.5753	33.2324	34.1202
"ENSG00000073734"	0	0	0	0	0	0	0	0	0
"ENSG00000073737"	0	0	0	0	0	0	0	0	0
"ENSG00000073754"	0	0	0	0	0	0	0	0	0
"ENSG00000073756"	0.230773	0.231844	0.345947	0.124151	0.164458	0.377184	0.507429	0.367844	0.455789
"ENSG00000073792"	12.5934	12.8041	15.6273	14.5782	15.593	14.2602	14.66	16.1641	16.366
"ENSG00000073803"	0.422214	0.663508	0.533826	0.272166	0.213122	0.240462	0.576448	0.655275	0.345417
"ENSG00000073849"	42.0636	43.6538	38.9163	53.5251	55.1793	54.2781	39.6692	37.3818	38.7181
"ENSG00000073861"	0.0292899	0.0348442	0.0935387	0.0709857	0.115776	0.0578949	0.0813174	0.0537049	0.0639653
"ENSG00000073905"	0	0	0	0	0	0	0	0	0.0439864
"ENSG00000073910"	1.13557	0.783394	0.684227	1.01973	0.745328	0.781273	1.5653	1.25481	0.968219
"ENSG00000073921"	83.7746	87.6859	90.5341	80.3097	86.4582	84.1632	80.7915	89.052	90.2382
"ENSG00000073969"	11.8373	13.4895	11.6215	11.7665	9.98673	10.4769	10.9815	12.817	12.3333
"ENSG00000074047"	2.76275	2.10173	1.82862	3.20002	2.76457	3.02384	2.9298	2.10909	2.15055
"ENSG00000074054"	14.1559	17.4171	16.7383	14.3193	13.6223	16.3671	16.1749	15.8981	16.2907
"ENSG00000074071"	14.0444	12.3476	12.646	16.8665	15.9614	15.0625	14.2977	9.47948	11.4066
"ENSG00000074181"	1.52322	0.811406	0.969777	1.59301	2.14416	1.46738	1.80561	1.07569	1.32839
"ENSG00000074201"	90.1419	87.1539	85.2353	93.6125	103.903	98.07	91.7803	97.3381	95.7362
"ENSG00000074211"	9.48149	8.14622	8.07508	10.1808	9.60032	8.71092	11.6423	8.30022	12.8002
"ENSG00000074219"	14.5693	10.0102	12.7696	14.5459	13.4937	11.5852	11.7256	14.7683	11.8961
"ENSG00000074266"	29.9924	32.1093	31.5218	27.6011	29.3886	31.4943	24.8527	31.6237	28.7967
"ENSG00000074276"	0.00844885	0.00960989	0.00896036	0.0080298	0	0.170051	0.00962835	0.0125143	0.0178782
"ENSG00000074317"	0.320673	0.217224	0.0621901	0.33935	0.335936	0.203077	0.329893	0.375804	0.366875
"ENSG00000074319"	35.5764	42.5446	39.0229	35.8178	38.7269	40.4706	36.9583	45.3969	42.706
"ENSG00000074356"	23.44	18.7724	19.0965	21.9083	18.1042	20.6164	18.6396	21.8718	21.9968
"ENSG00000074370"	0.569156	0.240756	0.702482	1.03289	0.626919	0.339786	0.342254	0.35512	0.432654
"ENSG00000074410"	0.00467406	0	0	0.00529249	0	0.00971746	0.0129062	0	0
"ENSG00000074416"	0.119728	0.0866066	0.270173	0.607901	0.0241077	0.0351431	0.258751	0.132697	0.158233
"ENSG00000074527"	0.929306	0.967899	1.17285	2.64851	3.21497	2.97651	0.533546	0.532873	0.509885
"ENSG00000074582"	23.5701	25.6751	27.4759	33.9721	31.6781	31.2748	25.5179	22.7114	21.3506
"ENSG00000074590"	7.12578	7.80166	7.17976	9.10154	10.1786	10.1235	8.22728	7.65305	8.01819
"ENSG00000074603"	27.8145	31.1647	29.4782	22.3902	25.5376	27.3639	27.8207	30.4714	30.189
"ENSG00000074621"	14.5618	14.313	17.5379	23.2701	19.7347	19.7632	22.1109	21.597	18.5075
"ENSG00000074657"	1.53567	0.937408	2.30775	2.77111	3.66461	4.71547	2.7947	5.65857	2.93422
"ENSG00000074660"	0.0431104	0	0	0.0132697	0.0233195	0	0.033313	0	0.0198442
"ENSG00000074695"	55.631	58.36	57.6275	50.6785	49.7032	55.7077	54.18	56.4757	61.0561
"ENSG00000074696"	200.261	224.658	218.676	193.83	208.93	222.028	195.669	211.912	236.349
"ENSG00000074706"	0.409556	0.518837	0.522071	0.173492	0.181626	0.335582	0.430428	0.865214	0.35748
"ENSG00000074755"	6.12031	7.19255	5.99156	6.32331	6.69491	6.87727	5.97916	6.57582	6.45137
"ENSG00000074771"	0	0	0	0	0	0	0	0	0
"ENSG00000074800"	607.688	724.468	768.874	965.197	916.706	886.651	782.491	785.679	711.057
"ENSG00000074803"	0.0557491	0.136345	0.0868329	0.055778	0.0102248	0.054444	0.0252636	0.0175244	0.0315341
"ENSG00000074842"	18.5946	19.8409	20.982	34.1691	34.9924	27.0306	21.8293	15.4189	18.2784
"ENSG00000074855"	0.760551	1.01832	0.689012	1.43067	0.59317	0.558249	0.760797	0.60032	1.12782
"ENSG00000074935"	11.2327	10.1185	11.1489	8.63171	7.58283	8.4413	8.26415	10.6809	13.0862
"ENSG00000074964"	0.453103	0.358236	0.291972	0.441059	0.253656	0.32258	0.249485	0.230662	0.388129
"ENSG00000074966"	0	0	0	0.121541	0.0601777	0.193847	0.0409086	0	0.0373697
"ENSG00000075035"	0	0	0	0	0	0	0	0	0
"ENSG00000075043"	1.24146	1.02771	1.53809	2.78374	2.34854	1.93461	1.25806	0.959469	1.53298
"ENSG00000075073"	0.0702604	0.11742	0.0678941	0.083789	0.135586	0.0434721	0.0760063	0.135929	0.0234946
"ENSG00000075089"	42.0981	55.086	72.628	50.0864	53.3429	61.2828	45.2574	83.7218	57.4116
"ENSG00000075131"	68.1024	83.9739	82.891	74.3585	79.4869	88.846	59.7719	84.9778	71.2653
"ENSG00000075142"	84.9068	93.265	91.7981	84.8004	80.4973	88.4631	76.7215	113.968	104.303
"ENSG00000075151"	29.5828	29.9264	29.6047	26.0581	25.6808	27.5472	29.7982	31.4488	30.8582
"ENSG00000075188"	121.27	143.048	149.668	125.075	131.864	139.039	124.155	178.207	149.456
"ENSG00000075213"	4.83197	2.70419	4.4659	0.315441	0.563446	1.01921	6.09975	12.1327	4.20072
"ENSG00000075218"	21.39	20.2568	20.1688	26.8818	27.0743	26.1765	23.8389	16.1328	18.3777
"ENSG00000075223"	0.793508	1.29109	0.736421	1.47771	1.03694	0.932203	0.420336	0.287055	0.433822
"ENSG00000075234"	4.07421	3.53434	4.29831	7.01113	4.76134	5.46735	3.80332	4.15854	4.83584
"ENSG00000075239"	69.2142	73.7508	76.7748	76.2742	78.9018	72.6869	77.4917	82.9865	88.3048
"ENSG00000075240"	1.4028	1.47555	1.40219	3.90076	2.7331	2.72691	3.29113	3.00373	1.64767
"ENSG00000075275"	2.98993	2.25588	1.93434	2.18269	2.57491	2.62302	3.46624	2.28408	2.49943
"ENSG00000075290"	0.107015	0.0757589	0.0955769	0.0867108	0.028601	0.0354411	0.125869	0.0941654	0.117812
"ENSG00000075292"	47.2134	49.4511	50.1483	41.6097	41.8865	43.4659	46.2845	55.7989	48.8615
"ENSG00000075303"	14.8848	17.7961	15.3387	9.46506	10.2308	11.5986	13.8678	17.2738	19.5032
"ENSG00000075336"	63.5933	63.567	64.9895	56.5193	49.657	55.9152	56.6717	69.125	51.7173
"ENSG00000075340"	9.58817	8.85941	8.92845	12.4694	11.4241	11.0012	10.7912	10.0028	9.48524
"ENSG00000075388"	0.217762	0.218379	0.361098	0.415392	0.391443	0.33359	0.508365	0.198763	0.615126
"ENSG00000075391"	4.23288	5.13708	5.51903	5.03206	5.32808	5.73268	5.46578	5.84519	5.12041
"ENSG00000075399"	0.617168	0.962489	0.730133	1.04171	1.00138	0.882491	0.705649	0.640496	0.773764
"ENSG00000075407"	10.5268	10.9068	11.3348	9.21685	8.97328	9.93362	9.22902	11.2804	10.1652
"ENSG00000075413"	34.7658	38.5606	35.0435	33.7142	37.4431	35.9604	37.0998	36.6303	37.8621
"ENSG00000075415"	301.305	305.798	295.421	249.032	257.241	278.215	258.53	332.219	343.761
"ENSG00000075420"	7.10853	7.04864	7.58621	6.50157	7.27461	5.89016	9.06172	7.65965	7.01175
"ENSG00000075426"	0.408872	0.538853	0.309562	0.556468	0.561933	0.743562	0.409679	0.308209	0.422658
"ENSG00000075429"	0	0	0	0.0376003	0	0	0	0	0
"ENSG00000075461"	0.0116997	0	0.0132174	0	0.0157053	0	0.0266525	0.017952	0.0729615
"ENSG00000075539"	16.4295	22.4355	18.3405	34.0264	21.1753	24.4969	29.1422	17.7869	16.4761
"ENSG00000075568"	14.5693	15.986	16.1092	15.4345	14.3536	14.0426	14.7016	20.4345	16.5711
"ENSG00000075618"	9.94818	9.45832	10.87	31.0919	29.2685	20.3381	13.8225	7.09797	9.20276
"ENSG00000075624"	2130.69	1686.65	1820.14	1899.96	2189.82	2017.71	1396.4	1244.19	1815.38
"ENSG00000075643"	2.35022	2.23866	2.52687	3.25004	3.03445	3.43261	2.33721	3.07334	2.64387
"ENSG00000075651"	0.765391	1.03835	1.06132	0.971763	0.85718	1.00432	1.21053	1.80948	1.21428
"ENSG00000075673"	0.0500448	0.0197498	0.0312223	0.0319835	0.0486638	0.0782573	0.042385	0	0.0204082
"ENSG00000075702"	2.75133	2.38022	3.02318	3.65451	3.18299	3.38481	2.42114	2.414	2.53178
"ENSG00000075711"	67.5631	69.4708	59.3629	58.8686	63.4366	62.6619	69.6047	69.863	59.2019
"ENSG00000075785"	79.1827	78.9521	83.6452	78.3996	89.745	88.6723	81.2785	76.276	78.85
"ENSG00000075790"	20.3199	22.2703	24.9799	16.1733	20.8507	22.9331	17.2243	27.9705	22.7262
"ENSG00000075826"	5.89372	6.79672	7.40711	5.67566	4.1859	5.28653	5.59256	5.80023	6.57131
"ENSG00000075856"	23.2162	24.6295	23.0102	24.2946	25.9125	25.8534	20.6497	23.4781	21.959
"ENSG00000075884"	0.0133004	0	0	0	0.0667323	0.137483	0	0	0
"ENSG00000075886"	0.0291437	0	0	0.0282681	0.113531	0.04588	0	0.0422211	0.0208067
"ENSG00000075891"	0.615159	0.428576	0.701308	1.62877	1.23827	1.22728	0.323857	0.606236	0.352899
"ENSG00000075914"	25.1582	24.6785	27.12	34.7802	36.7565	31.5507	26.1306	25.5962	27.0459
"ENSG00000075945"	11.5423	13.2154	13.5654	7.60937	8.69713	9.77623	17.3128	18.998	21.3133
"ENSG00000075975"	14.9615	15.4437	14.3365	14.7589	14.9541	14.9825	16.6266	16.0025	16.4602
"ENSG00000076003"	83.3501	88.277	81.6117	69.6172	77.2535	82.5145	65.1845	75.6764	72.5978
"ENSG00000076043"	30.3136	31.867	31.1304	27.1662	32.223	34.3326	27.9436	26.8316	33.4958
"ENSG00000076053"	22.9504	27.8103	26.5856	21.5126	26.2683	26.5019	23.8271	31.804	30.2564
"ENSG00000076067"	4.22195	4.37009	4.39455	4.42846	4.52971	4.00151	4.75463	4.71171	4.57911
"ENSG00000076108"	22.8404	24.2803	22.1647	24.6344	24.0411	27.0837	25.4657	21.0511	23.1964
"ENSG00000076201"	2.9103	1.50347	5.04978	2.89536	4.70402	2.3701	2.4923	3.17098	1.35539
"ENSG00000076242"	44.7255	49.3768	48.4734	47.1074	48.0599	49.2284	51.2888	54.3912	50.1726
"ENSG00000076248"	42.1898	37.3389	37.5098	30.7943	37.0507	37.3311	32.9043	27.6214	34.5354
"ENSG00000076258"	1.43488	0.695724	1.89347	1.57352	0.212542	0.626025	1.09461	1.595	2.15644
"ENSG00000076321"	8.06672	8.6736	11.6099	9.64486	8.17578	9.07018	7.41765	10.864	9.22647
"ENSG00000076344"	0	0.0101132	0	0	0	0.0273283	0.00980317	0.0131018	0
"ENSG00000076351"	6.8015	5.77013	7.75186	6.90471	9.69533	7.37889	7.25456	7.20829	7.41644
"ENSG00000076356"	0.0241252	0.0288647	0.0822197	0.0144912	0.00409147	0.0102496	0	0.00495573	0.00464568
"ENSG00000076382"	46.62	50.9696	52.7979	55.9793	49.6997	58.4085	47.0853	45.9556	46.0992
"ENSG00000076513"	17.1889	17.6296	16.3635	15.3273	14.1584	16.2403	14.9142	17.0307	16.4932
"ENSG00000076554"	50.6255	64.1253	58.7216	56.2389	59.8048	65.9445	51.0001	55.6673	59.2049
"ENSG00000076555"	1.35827	1.47944	1.87838	1.53239	1.70869	1.67989	2.2455	1.57376	1.17101
"ENSG00000076604"	6.1263	7.23694	6.99225	15.8176	12.399	10.5755	6.67728	4.14703	6.54934
"ENSG00000076641"	0.051666	0.0769005	0.0631962	0.0161837	0.0327688	0.0672807	0.0325818	0.0737895	0.0364806
"ENSG00000076650"	3.60656	3.85069	3.49617	3.57066	4.04134	3.69192	2.83565	3.11928	3.22166
"ENSG00000076662"	0.219985	0.181125	0.0972197	0.59214	0.46302	0.30686	0.437238	0.246989	0.137793
"ENSG00000076685"	42.5561	45.4944	44.8046	44.7064	67.0859	52.13	41.239	37.7857	41.0542
"ENSG00000076706"	6.34031	4.9271	5.61473	9.39239	7.96923	6.7699	8.13251	5.12141	6.55381
"ENSG00000076716"	151.118	168.017	175.077	165.97	184.909	199.036	112.797	107.785	129.942
