2	22856414	22880406	WT
9	130796993	130806608	WT
22	23283811	23297142	WT
4	185425489	185428336	WT
9	130802968	130817993	WT
22	23289939	23295977	WT
9	130795798	130816585	WT
18	25587811	25609988	WT
4	64019501	64029588	WT
5	68604267	68616724	WT
X	43269280	43277123	WT
7	78337627	78337862	WT
2	4884798	4906745	WT
15	46690521	46712169	WT
9	130790232	130807928	WT
5	145086467	145090448	WT
9	130795050	130808548	WT
11	27584792	27600260	WT
18	64055479	64072287	WT
22	23277131	23292712	WT
1	244212814	244216143	WT
6	45460036	45466936	WT
16	78662641	78662711	WT
X	46204334	46204731	WT
2	6261070	6276004	WT
16	21516297	21527189	WT
6	166089101	166101140	WT
18	13167905	13182955	WT
9	130805076	130809113	WT
22	23276074	23292341	WT
6	9685287	9691334	WT
13	58079506	58091175	WT
19	20774149	20790779	WT
X	44620432	44635277	WT
8	43764957	43776941	WT
11	55135727	55149170	WT
4	137675798	137692243	WT
14	71023227	71044366	WT
22	31244065	31257293	WT
16	17546414	17564285	WT
22	23286870	23292977	WT
1	62127763	62137759	WT
3	10318638	10339733	WT
4	117278388	117290053	WT
9	130803952	130809230	WT
15	33519482	33520377	WT
15	98296979	98317112	WT
18	74452930	74453608	WT
22	23288925	23290706	WT
2	65077520	65084339	WT
14	48757017	48777541	WT
6	106234337	106251116	WT
9	130804056	130810101	WT
22	23284280	23293611	WT
4	146096508	146098504	WT
5	97431974	97441466	WT
6	127169190	127177070	WT
9	130802354	130810665	WT
17	6451701	6455409	WT
22	23289113	23291729	WT
9	131633373	131640619	WT
4	180694652	180699053	WT
7	155657813	155676536	WT
9	79158287	79162265	WT
12	93821455	93823482	WT
17	18824699	18843007	WT
X	65720136	65721001	WT
9	130785253	130809856	WT
10	71740351	71755116	WT
14	62030840	62047895	WT
1	69330297	69330716	WT
3	125325601	125334374	WT
6	47846724	47847067	WT
15	29863634	29883967	WT
15	60831754	60834873	WT
17	15533635	15551370	WT
6	4499141	4508461	WT
20	13120055	13137209	WT
1	57982104	57990596	WT
1	98880150	98890197	WT
3	15413483	15426285	WT
3	191708364	191720616	WT
12	118159135	118177805	WT
18	60074007	60086808	WT
22	23272972	23295926	WT
3	7859192	7865774	WT
22	23280177	23293531	WT
22	23287422	23303511	WT
7	4462430	4476617	WT
5	93934173	93934345	WT
9	130805085	130825158	WT
9	130791329	130812150	WT
22	23286065	23296208	WT
1	165031740	165044137	WT
9	130793490	130809228	WT
11	68117890	68127091	WT
12	122867184	122886792	WT
15	27825574	27841098	WT
15	43722812	43728023	WT
16	22675083	22678401	WT
17	81872290	81879771	WT
18	45955254	45962957	WT
22	23286174	23288786	WT
1	165030007	165048909	WT
11	68117572	68125035	WT
15	27828364	27840891	WT
17	81843434	81843958	WT
22	23267663	23272993	WT
3	55776291	55788852	WT
6	35581983	35582048	WT
9	130803723	130808401	WT
11	121085994	121091489	WT
17	35831966	35840295	WT
22	23284379	23297759	WT
9	131264450	131272081	WT
21	20403576	20417872	WT
7	6290354	6309725	WT
9	67821243	67834095	WT
2	162955030	162955552	WT
7	139555036	139555668	WT
8	7817658	7836636	WT
8	12555236	12558945	WT
11	4488260	4488439	WT
17	82191171	82191703	WT
21	27165385	27174229	WT
Y	56735946	56742690	WT
9	130805368	130818049	WT
13	82894070	82909718	WT
14	50869724	50875532	WT
2	169646515	169670042	WT
9	130803825	130820907	WT
22	23283362	23299211	WT
1	87190732	87194747	WT
17	64293145	64314420	WT
4	175222446	175245995	WT
9	130803901	130821818	WT
22	23280689	23293512	WT
7	70301673	70309482	WT
16	58724936	58745578	WT
17	50768733	50774054	WT
3	146457880	146476594	WT
12	126520137	126523958	WT
2	54114308	54123095	WT
7	70437321	70442933	WT
X	144860660	144874281	WT
3	177410631	177411373	WT
9	130793649	130796221	WT
20	16600774	16618017	WT
9	130803093	130814251	WT
10	20252239	20260788	WT
22	23251409	23256727	WT
13	79847760	79851206	WT
22	23282203	23305633	WT
9	130803093	130820725	WT
9	112417718	112436608	WT
12	3147794	3153582	WT
X	87152015	87157924	WT
11	36602306	36621795	WT
6	159180803	159191477	WT
7	48083803	48088548	WT
15	83245416	83247847	WT
10	121326615	121350298	WT
20	2992675	3003132	WT
18	53040544	53044770	WT
22	23269931	23292460	WT
11	71832020	71840192	WT
9	130792031	130811142	WT
13	82780170	82785455	WT
12	95793108	95806867	WT
22	23267151	23278290	WT
7	106293642	106303336	WT
11	101511562	101518810	WT
10	78426101	78440699	WT
22	23620859	23635697	WT
3	81213752	81227651	WT
6	156331299	156346933	WT
11	4659656	4682315	WT
18	38812717	38823780	WT
5	151541099	151558850	WT
7	17282301	17303732	WT
1	42694022	42714683	WT
18	65682176	65692090	WT
9	130803170	130809445	WT
2	149638305	149644403	WT
3	45511659	45522704	WT
2	59809814	59830246	WT
11	15704869	15717152	WT
11	32141878	32153877	WT
12	87881659	87898328	WT
2	21365818	21386086	WT
10	64552944	64559864	WT
2	80584960	80600650	WT
20	21677033	21698295	WT
22	23276186	23292477	WT
2	165829136	165847363	WT
3	20268777	20279430	WT
9	130794628	130809467	WT
22	23283285	23290643	WT
3	178258079	178269430	WT
5	12150809	12164037	WT
1	153644802	153650347	WT
3	181052459	181066134	WT
6	61891129	61895187	WT
6	87556484	87578521	WT
9	130800698	130808631	WT
13	50450720	50459874	WT
3	26469434	26488039	WT
22	23280253	23300900	WT
5	32979363	32992482	WT
9	100586097	100597471	WT
18	3632265	3640517	WT
22	23279323	23296089	WT
1	46431096	46440124	WT
6	102990208	103000580	WT
22	23286955	23293522	WT
4	184794102	184797302	WT
9	130837057	130849584	WT
22	23286830	23305169	WT
5	34578087	34602374	WT
7	43413009	43433076	WT
22	23273151	23297496	WT
9	130795097	130819984	WT
3	168385698	168408433	WT
10	51667356	51684079	WT
6	97439812	97457470	WT
10	35092129	35100991	WT
22	23276642	23301597	WT
1	98775256	98782097	WT
4	165568593	165582637	WT
9	130803053	130820664	WT
14	44929809	44943826	WT
5	38842288	38849328	WT
22	23289478	23298887	WT
2	218092768	218103157	WT
16	72602120	72607714	WT
X	65460940	65480619	WT
5	111035119	111044244	WT
10	15537472	15560233	WT
6	105389511	105390556	WT
9	28013276	28037870	WT
1	117126180	117133191	WT
13	77075311	77089550	WT
9	130793017	130816226	WT
1	195360025	195363060	WT
9	130805602	130809063	WT
22	23289756	23296304	WT
7	122941057	122953242	WT
6	24394007	24408706	WT
20	17944075	17967213	WT
5	66281697	66284330	WT
5	138527701	138530521	WT
9	130799267	130811412	WT
22	23289157	23295456	WT
2	136709967	136723194	WT
6	1542924	1562245	WT
9	86091915	86105633	WT
22	23279750	23291720	WT
1	165057301	165070252	WT
1	173889812	173906836	WT
3	88352253	88372076	WT
5	66324932	66342118	WT
6	44049273	44072184	WT
6	97665237	97680705	WT
9	130803437	130825533	WT
11	105055607	105060560	WT
12	57516638	57534242	WT
18	72214303	72235754	WT
22	23288213	23303182	WT
22	27250839	27266155	WT
7	39253652	39271532	WT
17	1344088	1346602	WT
X	67414463	67419001	WT
1	24897038	24901462	WT
3	100851589	100853681	WT
6	25971274	25986412	WT
7	31942558	31949790	WT
11	20224180	20238900	WT
16	52434132	52458371	WT
X	21976717	21992638	WT
X	50056269	50072607	WT
1	165122155	165143398	WT
3	41240701	41252799	WT
14	51269390	51276360	WT
9	130794827	130819242	WT
10	106720720	106735396	WT
4	103548440	103554200	WT
9	130792833	130808755	WT
22	23284194	23290314	WT
11	77358509	77379998	WT
8	56113986	56114681	WT
9	130802559	130817684	WT
22	23289822	23290366	WT
21	16540235	16555815	WT
2	50115290	50136540	WT
1	224898950	224922405	WT
1	219267981	219275835	WT
3	31196363	31218850	WT
9	130789460	130808322	WT
22	23282203	23294215	WT
1	69841955	69847920	WT
17	15241470	15251365	WT
9	130805789	130814885	WT
11	115322487	115347052	WT
12	68600810	68612003	WT
19	44239544	44259100	WT
19	48981352	48998308	WT
9	130804829	130808392	WT
4	115039394	115054504	WT
9	130804765	130814301	WT
12	26384419	26402678	WT
9	129323802	129329666	WT
9	130797199	130807380	WT
16	22698945	22703410	WT
19	30971495	30989383	WT
22	23289822	23290690	WT
X	7158442	7158443	WT
6	12725286	12729689	WT
7	70571400	70589384	WT
9	130807089	130808622	WT
12	124492023	124497682	WT
22	23288231	23290907	WT
1	231375186	231389888	WT
9	130805789	130807090	WT
16	21513650	21517314	WT
22	23287464	23293437	WT
1	65688268	65688428	WT
9	130799205	130815344	WT
15	44297800	44317000	WT
16	22659314	22661981	WT
22	23289746	23291899	WT
X	80382553	80404901	WT
11	115292314	115313838	WT
15	60788200	60799040	WT
22	34753583	34759638	WT
2	212427282	212447167	WT
9	8275945	8285161	WT
9	130686637	130693969	WT
22	23293273	23293600	WT
2	145222447	145227491	WT
5	77189060	77210853	WT
7	108401427	108420288	WT
9	130803170	130807037	WT
22	23273305	23294107	WT
22	23281669	23291231	WT
9	108802094	108825706	WT
9	130797199	130807037	WT
22	23289747	23290735	WT
1	8505678	8530089	WT
2	197328577	197340146	WT
2	234759551	234769099	WT
16	22691084	22707240	WT
X	23636815	23644913	WT
16	3760377	3768201	WT
5	146403746	146409231	WT
9	130807089	130820557	WT
22	23284579	23290314	WT
4	115408321	115414215	WT
9	130804765	130811723	WT
14	46346801	46348350	WT
16	28429915	28435519	WT
22	23287541	23290314	WT
2	73142650	73151876	WT
2	29235839	29239395	WT
9	130805789	130807104	WT
22	23288209	23290919	WT
X	67408589	67427288	WT
3	43519993	43539094	WT
9	130797198	130818334	WT
9	130785777	130807005	WT
22	23284154	23299871	WT
7	75421059	75428913	WT
13	45316591	45341028	WT
1	163836419	163852765	WT
5	8049375	8073166	WT
5	56669937	56676613	WT
19	13716003	13720859	WT
19	24332863	24333566	WT
22	23283420	23284394	WT
2	165782875	165784171	WT
10	2672452	2681903	WT
18	7998078	8003284	WT
22	23299941	23302214	WT
1	63557891	63576471	WT
3	49148672	49151449	WT
9	130796866	130807037	WT
22	23288946	23293600	WT
9	130796212	130807753	WT
10	6448231	6448273	WT
17	42845422	42851545	WT
22	23289845	23295317	WT
7	135788064	135810072	WT
1	85353443	85356283	WT
3	17988099	18009018	WT
3	101061100	101071915	WT
22	23288946	23292979	WT
3	151653249	151669258	WT
4	87034081	87044760	WT
9	130795702	130807752	WT
10	10802409	10803520	WT
22	23282264	23284345	WT
2	44049379	44060253	WT
11	46253557	46266121	WT
14	88058494	88061274	WT
14	30998604	31004939	WT
1	98602673	98615397	WT
1	226531516	226549910	WT
19	16669667	16673287	WT
22	23284088	23291582	WT
7	78428738	78449206	WT
1	42900706	42903866	WT
3	196207053	196215743	WT
4	109634336	109652600	WT
7	100851563	100852391	WT
1	54292548	54305070	WT
9	130790311	130807037	WT
22	23275302	23290689	WT
3	31297762	31313177	WT
3	44307153	44331413	WT
4	173403209	173409804	WT
9	76528778	76528805	WT
3	58192026	58196517	WT
9	130790307	130806929	WT
10	32772134	32784650	WT
11	101203067	101224906	WT
13	103329675	103351126	WT
22	23273008	23278789	WT
14	91533560	91554467	WT
22	17753951	17778546	WT
X	121853629	121859279	WT
12	1838062	1857126	WT
14	70397997	70399016	WT
9	130780758	130782707	WT
22	23288946	23293485	WT
7	2863264	2878045	WT
X	67277965	67291712	WT
10	25703924	25709235	WT
12	124909652	124925878	WT
9	130793725	130807037	WT
9	130807089	130807752	WT
22	23284857	23290919	WT
9	128714178	128731872	WT
6	163579305	163590846	WT
9	130799215	130807752	WT
16	79090847	79090872	WT
22	23289822	23293409	WT
X	76182693	76206898	WT
4	169705993	169706285	WT
6	74641963	74660073	WT
6	125624143	125630709	WT
10	8021453	8042101	WT
22	23288946	23306338	WT
9	130802300	130819239	WT
13	110057676	110062600	WT
22	23284579	23288134	WT
22	31543672	31562637	WT
2	147897139	147914224	WT
19	17063301	17068623	WT
6	144209536	144210003	WT
9	130797265	130820557	WT
22	23284473	23298674	WT
6	22956373	22971186	WT
16	22619353	22629167	WT
22	32202639	32209306	WT
6	134712165	134717309	WT
9	116840383	116848167	WT
14	92093729	92112507	WT
19	18112465	18118834	WT
22	23287541	23295817	WT
4	128026948	128027607	WT
5	119456330	119470040	WT
X	139995648	140001461	WT
9	33887820	33907020	WT
22	23284542	23296119	WT
X	119692741	119697132	WT
9	19314415	19335346	WT
22	23282071	23291751	WT
14	103799321	103819163	WT
5	171623979	171639159	WT
22	23301668	23305037	WT
7	147668946	147670515	WT
3	174325371	174342480	WT
6	149176596	149182893	WT
9	130783968	130808279	WT
22	23287636	23309246	WT
7	43722256	43728835	WT
10	23661678	23686670	WT
1	90793097	90809540	WT
X	115892119	115895803	WT
9	130744413	130758436	WT
22	23293585	23314459	WT
9	130800037	130818186	WT
22	23269212	23272964	WT
21	25832747	25844601	WT
22	23282645	23300845	WT
19	47985610	48000359	WT
22	23284164	23288642	WT
7	70038762	70056803	WT
7	136694854	136710013	WT
10	112823263	112828418	WT
22	23288697	23305277	WT
3	61731114	61744089	WT
4	128499716	128510741	WT
21	28162718	28173769	WT
2	173959481	173967412	WT
7	25177401	25192345	WT
9	130802214	130814215	WT
13	24778257	24780623	WT
22	23289024	23297475	WT
5	111637453	111657602	WT
6	4267243	4272311	WT
9	116620351	116641316	WT
10	21788945	21791287	WT
14	35290352	35306381	WT
14	68267079	68279212	WT
17	73049553	73063700	WT
X	15553355	15557892	WT
14	39036381	39058316	WT
X	84855743	84873304	WT
9	130797237	130816630	WT
7	128085962	128097299	WT
9	130803926	130806492	WT
22	23282030	23293127	WT
22	23267373	23290742	WT
9	130804237	130810805	WT
22	23281837	23284263	WT
2	101091642	101109577	WT
18	32513423	32521476	WT
9	130805378	130807994	WT
10	74817181	74821852	WT
16	21557856	21560628	WT
22	23289828	23291782	WT
9	130858139	130861801	WT
17	34262975	34285429	WT
4	63179807	63180892	WT
6	116628658	116653544	WT
9	130801490	130818871	WT
21	40033174	40035907	WT
9	130785143	130809751	WT
11	80366543	80381571	WT
22	23280709	23304033	WT
